Incident Title,Severity,Incident Date,Location,Reported By,Incident Type,Incident Category,Brief of Incident,Action Taken,Incident Status,Closed On
Incident Test,High,10/05/2025 03:00,Zone 1,Operator 1,People,Traffic,High Traffic occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,
High alert,Medium,09/05/2025 23:00,Zone 3,Admin,Network,Performance,T2 occurred in Zone 1.,Issue investigated. Status: In Progress.,Open,14/05/2025 23:00
Incident Test,Low,06/01/2025 06:00,Zone 2,Operator 1,People,Traffic,High Traffic occurred in Zone 5.,Issue investigated. Status: In Progress.,In Progress,13/01/2025 06:00
DB Failure,High,27/02/2025 11:00,Zone 2,Monitoring Bot,Network,Failure,Incident Test occurred in Zone 1.,Issue investigated. Status: Closed.,Open,
High alert,Low,26/01/2025 19:00,Zone 4,Monitoring Bot,People,Performance,System Slowness occurred in Zone 3.,Issue investigated. Status: Closed.,Open,29/01/2025 19:00
Network Outage,Medium,06/08/2025 04:00,Zone 5,Team A,Property,Sabotage,Incident Test occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,
T2,High,27/09/2025 04:00,Zone 1,Admin,People,Failure,System Slowness occurred in Zone 1.,Issue investigated. Status: Open.,In Progress,29/09/2025 04:00
Email Delay,High,23/08/2025 18:00,Zone 3,Operator 1,Network,Recovery,Test occurred in Zone 3.,Issue investigated. Status: In Progress.,Open,
Email Delay,High,01/10/2025 09:00,Zone 3,Team A,People,Recovery,Login Issue occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,
Incident Test,Low,04/08/2025 22:00,Zone 4,Monitoring Bot,System,Traffic,Network Outage occurred in Zone 4.,Issue investigated. Status: Open.,Closed,
Network Outage,Critical,07/04/2025 01:00,Zone 5,Monitoring Bot,System,Recovery,Login Issue occurred in Zone 4.,Issue investigated. Status: Closed.,Open,
High alert,High,12/09/2025 04:00,Zone 4,Team A,Property,Performance,High Traffic occurred in Zone 1.,Issue investigated. Status: Open.,Closed,15/09/2025 04:00
Test,High,02/09/2025 19:00,Zone 2,Admin,Property,Traffic,System Slowness occurred in Zone 5.,Issue investigated. Status: Closed.,Open,05/09/2025 19:00
System Slowness,Medium,28/04/2025 22:00,Zone 2,VELMURUGAN Sri,Network,Recovery,Login Issue occurred in Zone 1.,Issue investigated. Status: Open.,In Progress,07/05/2025 22:00
Email Delay,Critical,18/10/2025 09:00,Zone 2,VELMURUGAN Sri,Property,Sabotage,Email Delay occurred in Zone 5.,Issue investigated. Status: Open.,Closed,
T2,Medium,22/09/2025 13:00,Zone 2,Admin,System,Failure,Network Outage occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,
DB Failure,Medium,11/08/2025 08:00,Zone 2,Team A,Property,Recovery,High Traffic occurred in Zone 3.,Issue investigated. Status: Open.,Closed,14/08/2025 08:00
Network Outage,High,07/05/2025 09:00,Zone 3,VELMURUGAN Sri,People,Recovery,High Traffic occurred in Zone 3.,Issue investigated. Status: In Progress.,Open,
Test,Low,27/03/2025 02:00,Zone 2,Monitoring Bot,Network,Recovery,High Traffic occurred in Zone 1.,Issue investigated. Status: In Progress.,Open,
High Traffic,High,23/10/2025 05:00,Zone 3,Monitoring Bot,Network,Sabotage,High Traffic occurred in Zone 2.,Issue investigated. Status: Closed.,In Progress,25/10/2025 05:00
High Traffic,Medium,11/09/2025 12:00,Zone 5,Operator 1,Property,Recovery,DB Failure occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,12/09/2025 12:00
High Traffic,High,01/01/2025 00:00,Zone 3,VELMURUGAN Sri,System,Sabotage,Login Issue occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,03/01/2025 00:00
Test,High,04/10/2025 18:00,Zone 2,Admin,Network,Recovery,Network Outage occurred in Zone 5.,Issue investigated. Status: Open.,Open,13/10/2025 18:00
System Slowness,High,15/07/2025 14:00,Zone 4,Admin,People,Sabotage,Incident Test occurred in Zone 1.,Issue investigated. Status: Open.,Closed,
High Traffic,Critical,18/04/2025 12:00,Zone 3,VELMURUGAN Sri,Property,Sabotage,DB Failure occurred in Zone 4.,Issue investigated. Status: Closed.,Closed,
Login Issue,Medium,01/09/2025 10:00,Zone 2,Monitoring Bot,People,Failure,Test occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,09/09/2025 10:00
Email Delay,Critical,21/07/2025 18:00,Zone 5,Team A,System,Traffic,High Traffic occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,29/07/2025 18:00
Network Outage,Medium,23/02/2025 00:00,Zone 4,Operator 1,Network,Failure,DB Failure occurred in Zone 4.,Issue investigated. Status: Closed.,Closed,
Incident Test,Low,18/02/2025 20:00,Zone 1,Team A,Property,Sabotage,Test occurred in Zone 3.,Issue investigated. Status: Closed.,Open,23/02/2025 20:00
High alert,Low,04/02/2025 23:00,Zone 2,Monitoring Bot,System,Sabotage,High Traffic occurred in Zone 2.,Issue investigated. Status: Open.,In Progress,13/02/2025 23:00
High alert,Medium,15/01/2025 21:00,Zone 3,VELMURUGAN Sri,People,Failure,DB Failure occurred in Zone 3.,Issue investigated. Status: Closed.,In Progress,20/01/2025 21:00
Incident Test,Low,29/03/2025 02:00,Zone 5,Admin,Property,Recovery,Email Delay occurred in Zone 2.,Issue investigated. Status: Open.,In Progress,07/04/2025 02:00
Email Delay,Critical,03/02/2025 05:00,Zone 5,VELMURUGAN Sri,People,Recovery,Email Delay occurred in Zone 4.,Issue investigated. Status: Open.,In Progress,
DB Failure,High,21/09/2025 22:00,Zone 5,Operator 1,People,Recovery,Incident Test occurred in Zone 2.,Issue investigated. Status: Closed.,In Progress,23/09/2025 22:00
Email Delay,Low,24/04/2025 05:00,Zone 2,VELMURUGAN Sri,Network,Traffic,T2 occurred in Zone 3.,Issue investigated. Status: Open.,Open,
System Slowness,Low,17/08/2025 00:00,Zone 1,Operator 1,People,Failure,Email Delay occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,26/08/2025 00:00
Test,High,02/02/2025 19:00,Zone 3,Admin,Property,Sabotage,Email Delay occurred in Zone 2.,Issue investigated. Status: Open.,In Progress,05/02/2025 19:00
Login Issue,Medium,15/02/2025 07:00,Zone 2,Monitoring Bot,Network,Failure,System Slowness occurred in Zone 1.,Issue investigated. Status: Open.,Closed,23/02/2025 07:00
Login Issue,Critical,20/06/2025 18:00,Zone 5,Team A,Property,Traffic,DB Failure occurred in Zone 4.,Issue investigated. Status: In Progress.,In Progress,20/06/2025 18:00
T2,Medium,13/02/2025 00:00,Zone 2,Team A,System,Failure,Email Delay occurred in Zone 2.,Issue investigated. Status: Open.,Open,
High Traffic,Medium,30/01/2025 11:00,Zone 3,Admin,Property,Performance,Incident Test occurred in Zone 1.,Issue investigated. Status: Open.,Open,08/02/2025 11:00
DB Failure,High,11/08/2025 14:00,Zone 2,Monitoring Bot,System,Sabotage,High Traffic occurred in Zone 3.,Issue investigated. Status: In Progress.,In Progress,
Network Outage,Critical,25/09/2025 09:00,Zone 5,Admin,System,Sabotage,Incident Test occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,30/09/2025 09:00
High alert,Medium,16/03/2025 16:00,Zone 2,Monitoring Bot,People,Sabotage,Login Issue occurred in Zone 4.,Issue investigated. Status: Closed.,In Progress,
High alert,Critical,12/08/2025 19:00,Zone 5,Admin,People,Traffic,System Slowness occurred in Zone 3.,Issue investigated. Status: Closed.,Open,21/08/2025 19:00
Login Issue,Critical,26/10/2025 04:00,Zone 2,Operator 1,Property,Performance,High Traffic occurred in Zone 2.,Issue investigated. Status: Open.,Closed,
Network Outage,Critical,14/06/2025 09:00,Zone 2,Admin,System,Recovery,Test occurred in Zone 1.,Issue investigated. Status: Closed.,Open,
DB Failure,Low,13/11/2025 20:00,Zone 2,Admin,Property,Failure,Incident Test occurred in Zone 2.,Issue investigated. Status: Open.,Closed,16/11/2025 20:00
Network Outage,Critical,08/05/2025 23:00,Zone 1,Monitoring Bot,Property,Sabotage,Email Delay occurred in Zone 5.,Issue investigated. Status: Open.,In Progress,08/05/2025 23:00
Login Issue,Medium,09/04/2025 18:00,Zone 4,VELMURUGAN Sri,Network,Failure,Email Delay occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,
Email Delay,Low,12/07/2025 17:00,Zone 1,VELMURUGAN Sri,People,Recovery,High alert occurred in Zone 3.,Issue investigated. Status: In Progress.,In Progress,16/07/2025 17:00
Incident Test,Critical,12/10/2025 23:00,Zone 2,Admin,People,Traffic,High Traffic occurred in Zone 3.,Issue investigated. Status: In Progress.,Open,13/10/2025 23:00
Test,Medium,28/03/2025 09:00,Zone 1,VELMURUGAN Sri,System,Performance,T2 occurred in Zone 4.,Issue investigated. Status: Closed.,Open,
DB Failure,Medium,24/09/2025 06:00,Zone 5,Team A,People,Performance,Login Issue occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,24/09/2025 06:00
Network Outage,High,13/08/2025 22:00,Zone 1,Admin,People,Recovery,Network Outage occurred in Zone 1.,Issue investigated. Status: Closed.,Closed,
Network Outage,Low,20/04/2025 10:00,Zone 4,Monitoring Bot,Network,Failure,T2 occurred in Zone 4.,Issue investigated. Status: Closed.,Open,
Network Outage,Low,12/04/2025 04:00,Zone 2,Team A,People,Recovery,DB Failure occurred in Zone 4.,Issue investigated. Status: Open.,In Progress,18/04/2025 04:00
T2,Critical,09/05/2025 06:00,Zone 3,Operator 1,System,Failure,DB Failure occurred in Zone 1.,Issue investigated. Status: Open.,Closed,
DB Failure,High,31/01/2025 15:00,Zone 3,Team A,Property,Failure,Email Delay occurred in Zone 2.,Issue investigated. Status: Closed.,Open,04/02/2025 15:00
High alert,High,08/05/2025 21:00,Zone 4,Operator 1,Network,Failure,T2 occurred in Zone 5.,Issue investigated. Status: Open.,Open,17/05/2025 21:00
Incident Test,Medium,03/11/2025 08:00,Zone 1,VELMURUGAN Sri,Property,Failure,Test occurred in Zone 4.,Issue investigated. Status: Open.,Open,
System Slowness,Low,28/07/2025 21:00,Zone 3,Team A,People,Sabotage,Email Delay occurred in Zone 1.,Issue investigated. Status: Open.,Open,28/07/2025 21:00
Network Outage,Low,03/01/2025 22:00,Zone 4,VELMURUGAN Sri,People,Performance,Incident Test occurred in Zone 4.,Issue investigated. Status: In Progress.,Open,
Email Delay,Medium,01/01/2025 09:00,Zone 3,Admin,Network,Performance,System Slowness occurred in Zone 3.,Issue investigated. Status: In Progress.,Closed,02/01/2025 09:00
High alert,Critical,12/05/2025 10:00,Zone 5,Monitoring Bot,System,Recovery,Login Issue occurred in Zone 2.,Issue investigated. Status: Open.,Closed,
Network Outage,Low,17/05/2025 16:00,Zone 3,Admin,People,Recovery,Test occurred in Zone 2.,Issue investigated. Status: Closed.,Closed,22/05/2025 16:00
System Slowness,Medium,16/06/2025 02:00,Zone 1,VELMURUGAN Sri,Property,Recovery,DB Failure occurred in Zone 5.,Issue investigated. Status: In Progress.,In Progress,21/06/2025 02:00
Network Outage,Low,23/10/2025 16:00,Zone 5,Monitoring Bot,Network,Recovery,Network Outage occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,
DB Failure,High,29/01/2025 06:00,Zone 4,Operator 1,People,Failure,Network Outage occurred in Zone 4.,Issue investigated. Status: Closed.,Closed,03/02/2025 06:00
High Traffic,Critical,10/07/2025 16:00,Zone 2,Admin,Property,Recovery,High Traffic occurred in Zone 5.,Issue investigated. Status: Open.,Closed,
System Slowness,Critical,06/08/2025 22:00,Zone 5,Monitoring Bot,People,Recovery,Login Issue occurred in Zone 1.,Issue investigated. Status: Closed.,In Progress,12/08/2025 22:00
High Traffic,Critical,17/01/2025 05:00,Zone 3,Team A,System,Failure,T2 occurred in Zone 5.,Issue investigated. Status: In Progress.,Open,26/01/2025 05:00
DB Failure,Low,16/10/2025 13:00,Zone 4,Team A,System,Failure,High Traffic occurred in Zone 2.,Issue investigated. Status: In Progress.,Open,
High alert,Critical,10/10/2025 17:00,Zone 3,Operator 1,Network,Recovery,T2 occurred in Zone 2.,Issue investigated. Status: Closed.,Open,
T2,Medium,04/11/2025 16:00,Zone 2,Operator 1,People,Performance,Email Delay occurred in Zone 5.,Issue investigated. Status: Open.,Open,10/11/2025 16:00
Network Outage,High,11/04/2025 23:00,Zone 4,VELMURUGAN Sri,People,Performance,High Traffic occurred in Zone 3.,Issue investigated. Status: In Progress.,In Progress,21/04/2025 23:00
Login Issue,Low,17/11/2025 20:00,Zone 1,Admin,Network,Recovery,Network Outage occurred in Zone 1.,Issue investigated. Status: Closed.,Open,
Test,Low,20/07/2025 21:00,Zone 1,Operator 1,People,Recovery,High alert occurred in Zone 2.,Issue investigated. Status: Closed.,In Progress,
DB Failure,High,11/01/2025 22:00,Zone 5,Admin,Property,Performance,High Traffic occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,16/01/2025 22:00
Test,Medium,07/09/2025 20:00,Zone 1,Admin,Network,Traffic,Incident Test occurred in Zone 3.,Issue investigated. Status: Open.,In Progress,10/09/2025 20:00
High Traffic,Low,16/11/2025 16:00,Zone 4,Operator 1,Network,Performance,System Slowness occurred in Zone 4.,Issue investigated. Status: Closed.,In Progress,21/11/2025 16:00
Login Issue,High,29/05/2025 04:00,Zone 5,Team A,System,Traffic,Email Delay occurred in Zone 5.,Issue investigated. Status: Closed.,In Progress,07/06/2025 04:00
High Traffic,Low,23/08/2025 17:00,Zone 1,VELMURUGAN Sri,People,Sabotage,System Slowness occurred in Zone 3.,Issue investigated. Status: Closed.,Open,
System Slowness,Low,18/03/2025 00:00,Zone 1,Team A,System,Sabotage,Network Outage occurred in Zone 4.,Issue investigated. Status: Closed.,In Progress,25/03/2025 00:00
DB Failure,Low,20/01/2025 16:00,Zone 2,Team A,People,Performance,Incident Test occurred in Zone 1.,Issue investigated. Status: Open.,In Progress,
Email Delay,Critical,18/04/2025 01:00,Zone 2,Operator 1,Network,Failure,DB Failure occurred in Zone 2.,Issue investigated. Status: Closed.,Open,28/04/2025 01:00
Email Delay,Critical,15/08/2025 10:00,Zone 1,Admin,System,Sabotage,Incident Test occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,18/08/2025 10:00
DB Failure,Medium,31/05/2025 22:00,Zone 2,VELMURUGAN Sri,Network,Recovery,Test occurred in Zone 1.,Issue investigated. Status: Closed.,Closed,06/06/2025 22:00
Network Outage,Medium,22/07/2025 23:00,Zone 1,Monitoring Bot,System,Sabotage,Email Delay occurred in Zone 4.,Issue investigated. Status: In Progress.,Open,
Incident Test,Low,13/02/2025 17:00,Zone 5,VELMURUGAN Sri,Network,Sabotage,System Slowness occurred in Zone 5.,Issue investigated. Status: In Progress.,Open,
Email Delay,High,21/09/2025 16:00,Zone 5,Operator 1,Property,Failure,DB Failure occurred in Zone 5.,Issue investigated. Status: Open.,Open,27/09/2025 16:00
Email Delay,Low,21/11/2025 03:00,Zone 1,Admin,Network,Failure,T2 occurred in Zone 4.,Issue investigated. Status: Closed.,In Progress,
Network Outage,Medium,09/11/2025 18:00,Zone 2,Team A,People,Performance,Login Issue occurred in Zone 3.,Issue investigated. Status: Open.,In Progress,18/11/2025 18:00
Login Issue,High,07/07/2025 08:00,Zone 5,Monitoring Bot,People,Performance,High alert occurred in Zone 2.,Issue investigated. Status: In Progress.,Closed,11/07/2025 08:00
System Slowness,High,10/01/2025 14:00,Zone 3,Monitoring Bot,Property,Performance,Incident Test occurred in Zone 3.,Issue investigated. Status: In Progress.,In Progress,
High Traffic,Medium,23/08/2025 15:00,Zone 2,Admin,People,Failure,T2 occurred in Zone 5.,Issue investigated. Status: Open.,Open,
Test,High,28/03/2025 03:00,Zone 4,Team A,Network,Failure,High Traffic occurred in Zone 4.,Issue investigated. Status: Open.,In Progress,29/03/2025 03:00
System Slowness,Low,09/02/2025 21:00,Zone 5,Team A,Property,Performance,High alert occurred in Zone 3.,Issue investigated. Status: Open.,In Progress,16/02/2025 21:00
Login Issue,Medium,07/09/2025 07:00,Zone 3,Operator 1,Property,Traffic,Email Delay occurred in Zone 4.,Issue investigated. Status: In Progress.,In Progress,10/09/2025 07:00
Email Delay,High,28/05/2025 18:00,Zone 4,VELMURUGAN Sri,People,Sabotage,Test occurred in Zone 4.,Issue investigated. Status: Open.,In Progress,
High alert,Low,31/10/2025 05:00,Zone 1,Monitoring Bot,People,Traffic,DB Failure occurred in Zone 3.,Issue investigated. Status: Closed.,Open,
Incident Test,Critical,23/02/2025 01:00,Zone 2,VELMURUGAN Sri,System,Sabotage,Incident Test occurred in Zone 4.,Issue investigated. Status: In Progress.,Open,05/03/2025 01:00
T2,Medium,15/10/2025 06:00,Zone 4,VELMURUGAN Sri,Property,Failure,Incident Test occurred in Zone 5.,Issue investigated. Status: In Progress.,In Progress,16/10/2025 06:00
DB Failure,Medium,14/02/2025 06:00,Zone 4,Team A,People,Sabotage,Login Issue occurred in Zone 2.,Issue investigated. Status: Open.,Closed,18/02/2025 06:00
System Slowness,Medium,26/08/2025 18:00,Zone 4,Operator 1,Property,Performance,Login Issue occurred in Zone 3.,Issue investigated. Status: Closed.,Open,03/09/2025 18:00
Network Outage,Medium,30/08/2025 00:00,Zone 5,Admin,People,Recovery,Incident Test occurred in Zone 5.,Issue investigated. Status: Closed.,Closed,07/09/2025 00:00
System Slowness,High,25/04/2025 08:00,Zone 1,VELMURUGAN Sri,People,Traffic,High Traffic occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,26/04/2025 08:00
Incident Test,High,28/02/2025 20:00,Zone 5,Monitoring Bot,People,Recovery,T2 occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,02/03/2025 20:00
High alert,Low,15/02/2025 16:00,Zone 4,VELMURUGAN Sri,People,Traffic,T2 occurred in Zone 4.,Issue investigated. Status: Closed.,Open,
Email Delay,Low,25/05/2025 18:00,Zone 1,Operator 1,Network,Sabotage,Test occurred in Zone 2.,Issue investigated. Status: In Progress.,Closed,
System Slowness,Low,15/03/2025 15:00,Zone 4,Admin,People,Performance,System Slowness occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,15/03/2025 15:00
High alert,Low,14/10/2025 13:00,Zone 4,Operator 1,Network,Performance,High alert occurred in Zone 5.,Issue investigated. Status: Open.,Open,
Test,Low,16/06/2025 12:00,Zone 1,Operator 1,Network,Performance,High Traffic occurred in Zone 2.,Issue investigated. Status: In Progress.,Open,26/06/2025 12:00
Login Issue,Low,07/06/2025 05:00,Zone 4,Team A,System,Traffic,Login Issue occurred in Zone 2.,Issue investigated. Status: Closed.,Open,
Login Issue,High,27/10/2025 09:00,Zone 4,Monitoring Bot,Network,Sabotage,High Traffic occurred in Zone 2.,Issue investigated. Status: In Progress.,Closed,04/11/2025 09:00
Incident Test,Low,31/07/2025 06:00,Zone 1,VELMURUGAN Sri,Network,Failure,Network Outage occurred in Zone 3.,Issue investigated. Status: In Progress.,In Progress,01/08/2025 06:00
T2,Critical,19/02/2025 17:00,Zone 2,Team A,Property,Performance,T2 occurred in Zone 2.,Issue investigated. Status: Open.,Open,23/02/2025 17:00
Network Outage,High,30/09/2025 20:00,Zone 1,Operator 1,Network,Recovery,Test occurred in Zone 3.,Issue investigated. Status: Open.,Closed,01/10/2025 20:00
Test,High,22/10/2025 01:00,Zone 3,Admin,Network,Sabotage,DB Failure occurred in Zone 3.,Issue investigated. Status: Closed.,In Progress,
Incident Test,Medium,21/02/2025 16:00,Zone 3,Monitoring Bot,System,Failure,Incident Test occurred in Zone 5.,Issue investigated. Status: Closed.,Closed,
T2,High,14/01/2025 10:00,Zone 1,Admin,Network,Sabotage,Incident Test occurred in Zone 5.,Issue investigated. Status: Open.,In Progress,
Email Delay,Medium,28/02/2025 21:00,Zone 4,Monitoring Bot,System,Recovery,Test occurred in Zone 5.,Issue investigated. Status: Closed.,Closed,03/03/2025 21:00
Network Outage,High,03/05/2025 02:00,Zone 5,VELMURUGAN Sri,People,Recovery,Login Issue occurred in Zone 2.,Issue investigated. Status: Closed.,In Progress,10/05/2025 02:00
High alert,Critical,26/02/2025 13:00,Zone 5,Admin,People,Sabotage,Incident Test occurred in Zone 2.,Issue investigated. Status: Open.,In Progress,02/03/2025 13:00
High alert,High,15/01/2025 04:00,Zone 4,Operator 1,Property,Recovery,High Traffic occurred in Zone 2.,Issue investigated. Status: Open.,Open,23/01/2025 04:00
T2,High,27/05/2025 22:00,Zone 2,Team A,Property,Sabotage,High Traffic occurred in Zone 2.,Issue investigated. Status: In Progress.,Open,03/06/2025 22:00
Login Issue,High,11/02/2025 22:00,Zone 1,VELMURUGAN Sri,People,Performance,T2 occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,
Test,Medium,16/10/2025 09:00,Zone 1,Team A,Property,Performance,High Traffic occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,20/10/2025 09:00
Network Outage,Low,20/02/2025 02:00,Zone 4,Admin,System,Failure,System Slowness occurred in Zone 3.,Issue investigated. Status: In Progress.,Open,20/02/2025 02:00
T2,Critical,29/04/2025 09:00,Zone 3,VELMURUGAN Sri,System,Failure,System Slowness occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,
Network Outage,High,27/06/2025 14:00,Zone 3,Operator 1,System,Traffic,High alert occurred in Zone 1.,Issue investigated. Status: Open.,Open,07/07/2025 14:00
Network Outage,High,24/08/2025 19:00,Zone 2,Operator 1,Property,Sabotage,High Traffic occurred in Zone 3.,Issue investigated. Status: Closed.,In Progress,
Test,Medium,26/08/2025 02:00,Zone 3,Monitoring Bot,Network,Failure,High Traffic occurred in Zone 3.,Issue investigated. Status: In Progress.,Closed,05/09/2025 02:00
Login Issue,Critical,10/06/2025 00:00,Zone 3,Admin,Network,Sabotage,High Traffic occurred in Zone 4.,Issue investigated. Status: Open.,Open,
High Traffic,Low,17/05/2025 04:00,Zone 5,Admin,Property,Failure,DB Failure occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,
Email Delay,Low,23/01/2025 12:00,Zone 2,Monitoring Bot,People,Traffic,DB Failure occurred in Zone 1.,Issue investigated. Status: Closed.,Open,26/01/2025 12:00
Login Issue,Medium,12/05/2025 20:00,Zone 3,Operator 1,Network,Failure,Incident Test occurred in Zone 1.,Issue investigated. Status: Closed.,Open,18/05/2025 20:00
T2,Critical,27/02/2025 19:00,Zone 2,Team A,People,Recovery,Login Issue occurred in Zone 3.,Issue investigated. Status: In Progress.,In Progress,28/02/2025 19:00
T2,High,26/09/2025 00:00,Zone 5,Team A,System,Failure,Login Issue occurred in Zone 4.,Issue investigated. Status: Open.,Closed,
Email Delay,Low,28/03/2025 04:00,Zone 4,Team A,System,Sabotage,Network Outage occurred in Zone 1.,Issue investigated. Status: Closed.,Closed,
T2,High,27/10/2025 20:00,Zone 1,Team A,System,Failure,Incident Test occurred in Zone 3.,Issue investigated. Status: Open.,Open,01/11/2025 20:00
High Traffic,Critical,20/05/2025 10:00,Zone 3,Operator 1,Property,Traffic,Email Delay occurred in Zone 2.,Issue investigated. Status: Open.,Open,24/05/2025 10:00
High Traffic,Critical,28/07/2025 09:00,Zone 5,Admin,Network,Traffic,High alert occurred in Zone 3.,Issue investigated. Status: Open.,Open,
Login Issue,High,27/10/2025 09:00,Zone 3,VELMURUGAN Sri,Network,Performance,High Traffic occurred in Zone 3.,Issue investigated. Status: Open.,In Progress,05/11/2025 09:00
Email Delay,Critical,29/05/2025 01:00,Zone 4,Admin,Network,Sabotage,High alert occurred in Zone 5.,Issue investigated. Status: Closed.,Closed,30/05/2025 01:00
Network Outage,Low,30/05/2025 15:00,Zone 3,Monitoring Bot,Network,Sabotage,Email Delay occurred in Zone 2.,Issue investigated. Status: In Progress.,Open,02/06/2025 15:00
DB Failure,Medium,06/09/2025 13:00,Zone 3,Team A,Network,Recovery,System Slowness occurred in Zone 3.,Issue investigated. Status: Open.,In Progress,10/09/2025 13:00
T2,Critical,25/05/2025 21:00,Zone 3,Monitoring Bot,Property,Recovery,Login Issue occurred in Zone 3.,Issue investigated. Status: In Progress.,In Progress,02/06/2025 21:00
Test,Critical,03/11/2025 02:00,Zone 1,Monitoring Bot,Network,Sabotage,DB Failure occurred in Zone 1.,Issue investigated. Status: In Progress.,Open,
Network Outage,Low,19/05/2025 16:00,Zone 4,VELMURUGAN Sri,People,Performance,Login Issue occurred in Zone 2.,Issue investigated. Status: Open.,Open,21/05/2025 16:00
Email Delay,Critical,06/09/2025 06:00,Zone 5,Admin,System,Recovery,Login Issue occurred in Zone 5.,Issue investigated. Status: Open.,Open,12/09/2025 06:00
Login Issue,Low,01/06/2025 02:00,Zone 3,Team A,Network,Traffic,Login Issue occurred in Zone 5.,Issue investigated. Status: Open.,In Progress,
Login Issue,Critical,06/05/2025 20:00,Zone 1,Admin,System,Traffic,High alert occurred in Zone 4.,Issue investigated. Status: Open.,Closed,09/05/2025 20:00
Network Outage,High,18/03/2025 06:00,Zone 2,Admin,System,Recovery,Network Outage occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,
T2,Critical,13/03/2025 06:00,Zone 5,Operator 1,Network,Sabotage,DB Failure occurred in Zone 2.,Issue investigated. Status: Open.,Closed,20/03/2025 06:00
T2,High,03/09/2025 14:00,Zone 4,Admin,Network,Sabotage,Incident Test occurred in Zone 2.,Issue investigated. Status: In Progress.,Open,05/09/2025 14:00
Login Issue,Medium,25/05/2025 14:00,Zone 1,Admin,People,Sabotage,High Traffic occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,28/05/2025 14:00
Incident Test,High,24/06/2025 17:00,Zone 4,Team A,Property,Traffic,Login Issue occurred in Zone 5.,Issue investigated. Status: Open.,Open,
Network Outage,Low,25/09/2025 22:00,Zone 1,VELMURUGAN Sri,System,Sabotage,High alert occurred in Zone 5.,Issue investigated. Status: Open.,Open,29/09/2025 22:00
High alert,Medium,18/02/2025 07:00,Zone 5,Monitoring Bot,Network,Sabotage,Email Delay occurred in Zone 4.,Issue investigated. Status: Open.,Open,
Incident Test,Critical,08/08/2025 06:00,Zone 5,Operator 1,Network,Failure,High Traffic occurred in Zone 5.,Issue investigated. Status: Open.,Open,15/08/2025 06:00
T2,Low,26/03/2025 03:00,Zone 5,Team A,Property,Traffic,Network Outage occurred in Zone 4.,Issue investigated. Status: Closed.,In Progress,04/04/2025 03:00
Incident Test,Low,05/08/2025 15:00,Zone 5,VELMURUGAN Sri,Property,Recovery,T2 occurred in Zone 3.,Issue investigated. Status: Closed.,In Progress,14/08/2025 15:00
Test,Medium,13/01/2025 12:00,Zone 1,Operator 1,Property,Recovery,System Slowness occurred in Zone 3.,Issue investigated. Status: In Progress.,Closed,22/01/2025 12:00
Network Outage,Low,23/05/2025 15:00,Zone 3,VELMURUGAN Sri,Property,Traffic,Email Delay occurred in Zone 1.,Issue investigated. Status: Open.,Closed,29/05/2025 15:00
Network Outage,Medium,05/08/2025 07:00,Zone 2,VELMURUGAN Sri,Network,Performance,High alert occurred in Zone 5.,Issue investigated. Status: In Progress.,Open,07/08/2025 07:00
High Traffic,High,27/08/2025 16:00,Zone 1,Operator 1,System,Traffic,Test occurred in Zone 4.,Issue investigated. Status: Open.,Open,04/09/2025 16:00
Network Outage,High,04/09/2025 14:00,Zone 5,VELMURUGAN Sri,System,Failure,System Slowness occurred in Zone 3.,Issue investigated. Status: In Progress.,Open,07/09/2025 14:00
Email Delay,Low,25/03/2025 23:00,Zone 3,Team A,System,Sabotage,Network Outage occurred in Zone 5.,Issue investigated. Status: In Progress.,In Progress,
High Traffic,High,01/05/2025 09:00,Zone 1,VELMURUGAN Sri,Network,Recovery,Login Issue occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,06/05/2025 09:00
Test,High,20/06/2025 11:00,Zone 1,Operator 1,Network,Traffic,System Slowness occurred in Zone 2.,Issue investigated. Status: Open.,Closed,
